name,album,artists,"""popularity""",disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date,track_number
Beneath The Earths Crust,Blurr (Mixtape),['Ho99o9'],0.437433132,1,TRUE,0.326,0.634,2,-4.699,1,0.0674,0.00352,0.00357,0.208,0.238,114.997,266625,4,2020,8/13/2020,1
"Blumenleben, Op. 19: No. 4. Vergißmeinnicht",Pejačević: Complete Piano Works,"['Dora Pejačević', 'Natasa Veljkovic']",0.916285033,1,FALSE,0.429,0.00379,8,-36.223,1,0.0527,0.995,0.931,0.0801,0.24,72.274,97107,1,2016,9/4/2016,4
Campfire Waltz,Squeezebox Stompers,['Squeezebox Stompers'],0.080172261,1,FALSE,0.461,0.275,0,-8.368,1,0.029,0.888,0.000188,0.113,0.462,136.232,250587,3,2006,1/1/2006,5
Cross Creek Road,Blues Caravan 2017,['Big Daddy Wilson'],0.135301655,1,FALSE,0.544,0.467,2,-7.089,0,0.0641,0.628,0,0.737,0.544,82.582,279008,4,2018,3/23/2018,8
Blue Diamonds,When I Pretend To Fall,['The Long Winters'],0.25119307,1,FALSE,0.694,0.497,7,-6.605,0,0.0284,0.0377,8.46E-05,0.126,0.516,129.848,229467,4,2003,2003,1
The Dancers: Lose the Pain in the Snow,"Williams: The Dancers, Two Choruses, Ave maris stella & Six Gerard Manley Hopkins Poems","['Grace Williams', 'Eiddwen Harrhy', 'Richard Hickox Singers', 'Caryl Thomas', 'City of London Sinfonia', 'Richard Hickox']",0.881516765,1,FALSE,0.184,0.0839,6,-22.125,1,0.0448,0.985,9.85E-06,0.0829,0.0323,81.66,199000,1,2013,2013,4
Океан и пальма,Влюблённый и безумно одинокий,['Philipp Kirkorov'],0.546341071,1,FALSE,0.671,0.789,0,-4.732,1,0.0301,0.275,0,0.383,0.875,123.978,243227,4,2002,1/1/2002,8
That's Me,Under H.A.W.K.'s Wings,"['H.A.W.K.', 'Mike D', ""Lil' O"", 'Chris Ward']",0.332477887,1,FALSE,0.712,0.791,2,-6.592,1,0.317,0.0209,0,0.194,0.869,89.782,292200,4,2000,2000,7
Guilty Dick,Beyond Repair,['Damaged Goods'],0.667387139,1,FALSE,0.648,0.793,1,-6.576,1,0.432,0.399,0,0.646,0.716,99.99,277480,4,2007,11/30/2007,7
Sweet Bulgarity / Waters of Whitby / Delicious 24,"Stories Sung, Truths Told",['Tir Eolas'],0.341544316,1,FALSE,0.562,0.356,7,-14.035,1,0.0666,0.859,0.914,0.096,0.402,105.65,287147,1,2015,2/11/2015,8
Sugar,Sugar,['DJ Roc'],0.482345272,1,FALSE,0.747,0.881,8,-6.2,1,0.046,0.00357,0.836,0.29,0.326,126.013,177639,4,2015,4/18/2015,1
"Violin Sonata No. 3 in C Major, BWV 1005 (arr. P. Galbraith): II. Fuga","Bach, J.S.: Sonatas and Partitas (Arr. for Guitar)","['Johann Sebastian Bach', 'Paul Galbraith']",0.304590291,2,FALSE,0.477,0.264,11,-21.865,0,0.0491,0.983,0.924,0.112,0.582,82.626,516693,4,1998,1/1/1998,7
Anyway,Sheltering Sky,['Joe Rockhead'],0.885626928,1,FALSE,0.536,0.885,9,-6.28,0,0.0447,0.0477,4.41E-06,0.171,0.7,148.031,237507,4,1998,1998,2
You Make Me Feel So Young,Orsino's Songs,"['Clare Teal', 'Martin Litton', 'Trevor Whiting', 'Nils Solberg', 'John Day', 'Rod Brown']",0.070643878,1,FALSE,0.554,0.362,5,-9.443,0,0.0396,0.698,0,0.233,0.455,135.292,227867,4,2002,1/1/2002,8
I Was Sent Here,Talks to the Dark,['Ethan Durelle'],0.151923438,1,FALSE,0.628,0.418,6,-9.297,0,0.0357,0.452,0.815,0.331,0.128,116.004,291147,3,2007,1/1/2007,11
World Of Ecstasy,Memories Of Glenivy,['Richard Powell'],0.815396434,1,FALSE,0.655,0.543,4,-8.963,1,0.0303,0.359,0.00315,0.0938,0.705,98.255,220813,4,1976,1/1/1976,5
Dreaming,The Decree,['Bella Lyric'],0.928060885,1,FALSE,0.61,0.641,3,-5.536,0,0.0991,0.617,0,0.108,0.543,139.935,209539,4,2019,1/1/2019,9
Knew You Were Trouble,Covers,['J Rice'],0.952622297,2,FALSE,0.524,0.462,4,-7.798,1,0.0295,0.843,0,0.0858,0.529,72.019,237531,4,2013,11/27/2013,5
The Outsider,The Outsider,['Rodney Crowell'],0.020885807,1,FALSE,0.715,0.434,7,-8.487,1,0.032,0.106,0.00075,0.0791,0.629,85.622,263467,4,2005,2005,3
Old Ways,Various-Strong Culture,['Various-Strong Culture'],0.809573351,1,FALSE,0.469,0.508,4,-7.791,1,0.0273,0.129,0.00207,0.129,0.694,87.337,237267,4,1998,1998,16
The World's Not Sorry,"""The World's Not Sorry""",['Peeling Grey'],0.149935939,1,FALSE,0.532,0.879,7,-5.394,1,0.0506,0.627,0.000848,0.104,0.249,123.015,350093,4,2011,2/3/2011,4
Brain Boi,INFINITY,['Liquid Stranger'],0.177578588,1,FALSE,0.613,0.56,1,-6.101,1,0.0247,0.0142,0.00145,0.243,0.308,120.035,230293,4,2019,2/15/2019,4
I Still Write Your Name in the Sand,The Mac Wiseman Story,['Mac Wiseman'],0.483055017,1,FALSE,0.635,0.622,9,-7.778,1,0.0303,0.654,0.00061,0.313,0.918,96.212,179200,4,1996,2/6/1996,17
Jota de la Derrota,Siglo XXI,['Gatillazo'],0.69591343,1,FALSE,0.443,0.962,7,-5.871,1,0.0981,0.0341,0,0.315,0.682,203.927,75893,4,2013,4/2/2013,3
Lonely Soldier,Dub Guerilla,['Dub Guerilla'],0.613956601,1,FALSE,0.74,0.678,4,-9.096,1,0.0392,0.247,0.844,0.0664,0.921,155.565,382067,4,2005,5/19/2005,5
The Lighthouse,Autumn Wonders,['Steve Misiaszek'],0.724758444,1,FALSE,0.33,0.149,5,-15.431,1,0.0452,0.933,0.867,0.29,0.0828,143.166,234453,4,2008,3/24/2008,7
Powers That Be,Full Circle,['Hieroglyphics'],0.533015207,1,TRUE,0.717,0.788,10,-5.793,0,0.401,0.0766,0,0.274,0.659,96.151,294200,4,2003,1/1/2003,3
Mad World,Mad World,['Jasmine Thompson'],0.945091835,1,FALSE,0.373,0.17,7,-10.911,1,0.0373,0.964,0,0.0858,0.221,172.241,189621,4,2017,2/17/2017,1
Midnite Dynamite,Melodic Rock 100,['Kix'],0.721469808,1,FALSE,0.554,0.972,6,-7.571,1,0.0744,0.000154,0.7,0.7,0.438,121.24,230907,4,2019,12/6/2019,22
Narrowboat Man,Everything We Hold,"['Kairos 4tet', 'Emilia Martensson', ""Marc O'Reilly""]",0.828517641,1,FALSE,0.375,0.144,6,-13.65,0,0.0342,0.967,0.000239,0.106,0.0664,99.557,349827,5,2013,6/9/2013,4
King James (feat. Dj Revolution),Mister Jason Presents: Frankensteez,"['Mister Jason', 'DJ Revolution']",0.831502984,1,TRUE,0.829,0.889,6,-5.179,0,0.261,0.0946,0,0.227,0.735,103.903,245280,4,2011,7/26/2011,8
Esperanca,Epiphany,['Vince Mendoza'],0.141584012,1,FALSE,0.476,0.438,0,-12.481,0,0.0335,0.63,0.824,0.239,0.468,152.089,492067,5,1998,1/1/1998,3
Mananguete,Philippine Folk Dances Vol.2,['Juan Silos Jr.'],0.936649681,1,FALSE,0.586,0.547,7,-7.322,0,0.0328,0.77,0.0152,0.153,0.823,130.71,154000,3,1959,1/1/1959,5
Warm It Up - Dupri's Mix,"The Best Of Kris Kross Remixed: '92, '94, '96",['Kris Kross'],0.374611295,1,FALSE,0.811,0.727,1,-9.452,1,0.331,0.0502,0,0.386,0.688,103.075,229600,4,1992,1992,2
"Of Heart and Tide: No. 1, Newfoundland",Voices of Earth,"['Sid Robinovitch', 'Amadeus Choir', 'Christopher Lee', 'Shawn Grenke', 'Ed Reifel', 'Samuel Morgenstein', 'Lydia Adams']",0.57753174,1,FALSE,0.116,0.128,9,-24.316,0,0.0407,0.941,0.723,0.0812,0.171,83.673,479453,3,2016,1/8/2016,13
Let's Roll (feat. Damani),Ohnomite,"['Oh No', 'Damani']",0.726876101,1,FALSE,0.616,0.842,1,-4.502,1,0.241,0.00337,1.82E-06,0.132,0.683,92.971,162619,4,2012,6/5/2012,6
The Only Time That's Real,Nothing to the Mystery,['Sean Turner'],0.131020826,1,FALSE,0.758,0.585,9,-8.931,1,0.0422,0.69,0.000324,0.0372,0.773,94.978,246067,4,2012,4/27/2012,6
Skuffle,Void,['Gridlok'],0.678639803,1,FALSE,0.437,0.905,7,-5.155,1,0.254,0.00065,0.783,0.0864,0.125,171.907,337293,4,2009,11/23/2009,1
ääniesineitâ 2,ääniesineitâ,['antti rannisto'],0.147923373,1,FALSE,0.987,0.396,1,-16.763,0,0.133,0.996,0.97,0.11,0.6,119.977,216107,4,2005,11/1/2005,2
"Violin Sonata No. 28 in E-Flat Major, K. 380: II. Andante con moto","Mozart: Violin Sonatas, K. 301, K. 378, K. 380 and K. 526","['Wolfgang Amadeus Mozart', 'Ani Kavafian', 'Jorge Federico Osorio']",0.557496907,1,FALSE,0.341,0.0776,10,-18.346,1,0.0405,0.991,0.511,0.182,0.153,102.618,417600,4,2006,1/1/2006,7
I'm a Fool to Want You,Introducing Tierney Sutton,['Tierney Sutton'],0.47920338,1,FALSE,0.328,0.0315,0,-19.63,0,0.041,0.991,0.0121,0.104,0.151,67.898,187133,4,1998,1998,11
Turn Your Eyes,Piano Prayers: Peace for Stress & Anxiety,['Sal Oliveri'],0.435891883,1,FALSE,0.433,0.104,3,-23.289,1,0.0634,0.986,0.914,0.0849,0.137,74.382,201074,3,2018,1/29/2018,7
Red Moon,Three Fires,['Whalebone'],0.875439914,1,FALSE,0.537,0.338,2,-12.033,1,0.0472,0.833,0.888,0.109,0.472,114.044,224840,3,2010,1/11/2010,13
A Song To Take You Back,Love Is...,['A Rotterdam November'],0.547832731,1,FALSE,0.614,0.841,1,-3.173,0,0.0306,0.004,0,0.104,0.301,125.007,209453,4,2010,4/29/2010,10
Medicate,Quicksand - EP,['In The Whale'],0.237386304,1,FALSE,0.52,0.942,8,-4.535,0,0.0633,0.000521,0.0115,0.127,0.728,175.006,125895,4,2016,10/21/2016,3
Truth,Spirit of Hip Hop,"['David Strickland', 'Leonard Sumner', 'Maestro', 'Que Rock', 'Soufy']",0.168862504,1,TRUE,0.667,0.794,5,-7.972,1,0.265,0.107,5.03E-05,0.0951,0.545,170.018,256941,4,2020,6/29/2020,12
Linda,Hollywood Rio,['Ana Caram'],0.609063192,1,FALSE,0.598,0.194,9,-14.034,1,0.0314,0.934,0.000252,0.0984,0.199,110.594,219000,4,2001,2001,7
Last Time,Urbane Myth - Live At Sunny's,['John Pinamonti'],0.727060479,1,FALSE,0.44,0.322,2,-13.917,1,0.034,0.403,2.97E-05,0.28,0.339,117.17,243507,4,2007,7/20/2007,2
"The Antrim Rose, Miss McGuinness, Brereton's",To Welcome Paddy Home,['Boys Of The Lough'],0.962327014,1,FALSE,0.387,0.432,2,-10.153,1,0.035,0.867,0.0851,0.148,0.943,129.148,189173,4,2005,6/20/2005,4
Kings,Manning the Helm,['Medeia'],0.749934165,1,FALSE,0.364,0.993,3,-4.676,1,0.14,0.00461,5.21E-05,0.361,0.172,107.857,224760,3,2015,8/21/2015,5
Don't Leave Me This Way,Philadelphia Classics,['Harold Melvin & The Blue Notes'],0.39306482,1,FALSE,0.47,0.755,0,-7.92,1,0.0462,0.0548,3.91E-06,0.13,0.556,124.085,662800,4,1973,1973,5
North Stand (feat. Jimmy Chambers & Ross),Shades of Soca,"['Laventille Rhythm Section', 'Jimmy Chambers', 'Ross']",0.011053037,1,FALSE,0.653,0.967,2,-5.126,1,0.0701,0.0228,0,0.338,0.76,118.288,259133,4,2007,2007,13
Highway,Signal,['Automatic'],0.121768411,1,FALSE,0.766,0.669,2,-8.183,1,0.0479,0.0711,0.811,0.361,0.689,129.98,227387,4,2019,9/27/2019,5
Navigatio,Celtic Twilight 5 (From The Hearts O'Space),['Jeff Johnson'],0.32461621,1,FALSE,0.188,0.173,5,-19.485,1,0.035,0.897,0.593,0.347,0.0625,75.259,325613,3,1999,6/22/1999,14
On This Night,Nineteen,['Anything Box'],0.493143177,1,FALSE,0.696,0.858,7,-11.733,0,0.0705,0.00514,0.102,0.071,0.379,140.011,308507,4,2008,1/1/2008,6
Listen,Owl Time,['Kellee Maize'],0.967608164,1,FALSE,0.789,0.847,1,-6.905,1,0.157,0.166,0,0.0404,0.962,110.61,183995,4,2012,12/12/2012,9
A Virgem Purissima,Antonio 1,['Circle Music'],0.258758782,1,FALSE,0.348,0.471,0,-12.646,1,0.0301,0.512,0,0.115,0.437,79.725,104000,3,2016,8/15/2016,10
Tiger Vaccum Bottle,Cape Fear,['Germans'],0.821972195,1,FALSE,0.526,0.702,2,-7.343,1,0.0477,0.00424,0.203,0.158,0.0789,134.958,266067,4,2007,3/20/2007,1
Cold Machines,Brutal Planet,['Alice Cooper'],0.882345408,1,FALSE,0.505,0.917,6,-5.225,1,0.0369,0.000511,0.399,0.0637,0.516,125.982,254360,4,2003,2/11/2003,11
"The Queen of Spades (Pique Dame), Op. 68: The Queen of Spades, Op. 68: Overture","Russian Opera Arias, Vol. 1","['Pyotr Ilyich Tchaikovsky', 'Ukraine National Symphony Orchestra', 'Theodore Kuchar']",0.652747611,1,FALSE,0.216,0.0963,2,-19.944,1,0.0397,0.952,0.814,0.0738,0.0366,125.005,238680,3,2002,1/25/2002,1
Blue in Green (Live),Travelin' Light (Live),['Dena DeRose'],0.726317796,1,FALSE,0.361,0.103,5,-21.164,0,0.0399,0.988,0.407,0.706,0.0618,64.581,384747,3,2012,2012,9
"Come, Let Us Speak",When Dying Souls Scream Praise,['Grave Declaration'],0.410233482,1,FALSE,0.281,0.98,8,-5.226,0,0.159,7.47E-06,0.96,0.339,0.205,100.032,279187,3,2013,2/18/2013,2
Angel Rising,Sprig,['Gyan Riley'],0.801384794,1,FALSE,0.456,0.131,9,-13.512,0,0.104,0.985,0.944,0.1,0.212,102.634,426123,5,2018,3/30/2018,6
Can't Sleep,A Thousand Words,['Jay Som'],0.576847148,1,FALSE,0.572,0.703,6,-9.777,0,0.0642,0.272,0.0787,0.408,0.63,131.361,175507,4,2020,2/20/2020,2
Silver Hollow,El Musico,['Quarteto Nuevo'],0.651407089,1,FALSE,0.516,0.541,11,-11.145,0,0.0369,0.426,0.943,0.103,0.86,110.315,387907,4,2001,1/1/2001,2
Blood Lust Tusks,Been to the Future,['Joey Eppard'],0.355426622,1,FALSE,0.53,0.126,5,-13.79,1,0.0409,0.86,1.70E-05,0.0965,0.338,88.981,162227,3,2002,12/3/2002,15
The Fanaid Grove,Songs From The Center Of The Earth,['Barbara Thompson'],0.970283573,1,FALSE,0.198,0.112,5,-14.155,1,0.0426,0.993,0.789,0.122,0.0825,172.508,219627,4,1991,1991,1
Fodderwing,Shades of Grey,"[""Autumn's Grey Solace""]",0.625981013,1,FALSE,0.573,0.789,5,-5.601,1,0.0283,0.533,8.74E-06,0.0535,0.699,116.961,190600,4,2006,1/1/2006,7
Cave Canem,Dr Hypenstein,"[""Redtenbacher's Funkestra""]",0.863166264,1,FALSE,0.77,0.921,0,-4.833,1,0.0399,0.0227,0.889,0.0688,0.883,130.011,204153,4,2015,1/27/2015,6
Lange noch werde ich träumen von dir (Chanson pour l'étrangère),Mein Lied für dich,['Udo Jürgens'],0.163078171,1,FALSE,0.309,0.258,7,-11.445,0,0.0289,0.869,0,0.117,0.251,83.785,147920,4,2008,7/28/2008,3
"Tinte a note di sangue: Aria: Se mi dirai cor mio, cor mio?",Vivaldi - Scarlatti - Caldara: Kantaten (Cantatas),"['Domenico Scarlatti', 'Max Emanuel Cenčić', 'Ornamente 99', 'Karsten Erik Ose']",0.992290002,2,FALSE,0.382,0.217,11,-19.738,1,0.0523,0.968,0.000324,0.0861,0.209,118.693,356773,4,2012,11/6/2012,9
Gospodi Pomilui,Irfan,['Irfan'],0.226951588,1,FALSE,0.155,0.173,7,-10.851,1,0.0417,0.994,0.0226,0.0764,0.0356,77.663,249880,4,2005,2/22/2005,6
On My Cheek,Sweet River Grace,['Christopher Smith'],0.27277196,1,FALSE,0.504,0.358,10,-12.199,1,0.0328,0.792,3.17E-05,0.115,0.437,78.771,246200,4,2002,1/1/2002,8
Driving in the Rain,Osaka Lights,['Timecrawler 82'],0.732095246,1,FALSE,0.418,0.422,8,-26.662,1,0.0381,0.00014,0.543,0.111,0.36,120.005,347000,3,2018,5/28/2018,1
Stompin' At Decca,Caravan Gypsy Swing Ensemble,['Caravan Gypsy Swing Ensemble'],0.814938666,1,FALSE,0.823,0.444,2,-8.269,1,0.073,0.374,0.702,0.0604,0.713,116.18,277160,4,2007,9/25/2007,2
Airs in Romanian Folk Style: III. Andante,Four Strings Around the World,"['George Enescu', 'Irina Muresanu']",0.50486934,1,FALSE,0.439,0.0105,2,-21.893,1,0.0567,0.994,0.419,0.108,0.534,152.12,131840,4,2018,4/27/2018,3
Annapurna,Variations on A Theme,['OM'],0.391600588,1,FALSE,0.259,0.858,8,-5.218,1,0.0407,2.97E-05,0.513,0.11,0.327,114.39,714667,3,2005,2/15/2005,3
Foreign Country,Crystaltop Music Presents,"[""Christina Countin's Running Kicks""]",0.066345459,1,FALSE,0.595,0.535,0,-5.983,1,0.0333,0.543,0,0.125,0.857,97.616,162267,4,2007,4/17/2007,4
Trippin,Blue Music,['Jamie Anderson'],0.523835827,1,FALSE,0.679,0.866,7,-7.777,1,0.0689,0.000358,0.848,0.652,0.35,127.882,414093,4,2002,3/5/2002,9
Swallowed By the Bay,No Real Destination,['Emily Davis'],0.377261725,1,FALSE,0.533,0.544,5,-12.234,1,0.0828,0.429,0,0.0526,0.512,106.54,168640,4,2010,1/9/2010,3
Quilombo,Soulfly [Special Edition],['Soulfly'],0.42105821,1,FALSE,0.393,0.971,1,-4.887,0,0.111,0.000728,0.108,0.129,0.234,114.043,223613,4,1998,4/13/1998,10
The Gate Agent (Theme Remix),The Gate Agent (Original Motion Picture Soundtrack),['s e s s a'],0.327778474,1,FALSE,0.343,0.642,1,-8.676,0,0.0371,0.466,0.941,0.111,0.0365,112.678,204522,4,2013,6/15/2013,7
King of Pride Rock,The Lion King Ep,['Joohyun Park'],0.908873744,1,FALSE,0.249,0.4,10,-12.464,1,0.0667,0.0139,0.335,0.109,0.183,79.968,206747,3,2019,12/6/2019,3
BITCH (takes one to know one),BITCH (takes one to know one),['Lennon Stella'],0.452598156,1,TRUE,0.746,0.55,2,-9.68,1,0.0598,0.0311,0,0.126,0.522,97.018,183840,4,2019,3/15/2019,1
O Home Beloved,The Road Home,"['Joseph Parry', ""BYU Men's Chorus""]",0.283288065,1,FALSE,0.181,0.0434,11,-27.996,1,0.0352,0.945,0.838,0.0998,0.123,109.532,281504,3,2003,9/23/2003,6
Folksong,Birdsongs,['Diane Moser'],0.983635573,1,FALSE,0.486,0.0278,5,-28.042,0,0.0962,0.939,0.793,0.123,0.325,63.013,378040,3,2018,3/1/2018,8
"Piano Concerto No. 1 in D Minor, Op. 15 (version for piano 4 hands): III. Rondo: Allegro non troppo","Brahms: Four-Hand Piano Music, Vol. 17","['Johannes Brahms', 'Silke-Thora Matthies', 'Christian Kohn']",0.279651316,1,FALSE,0.325,0.149,2,-21.535,1,0.032,0.988,0.879,0.1,0.116,93.969,737200,4,2006,12/12/2006,3
The Curse Is On You,iStole,['Ned Evett'],0.860199071,1,FALSE,0.275,0.716,7,-9.998,1,0.0761,0.18,0.0259,0.0864,0.446,185.787,265813,4,2004,1/1/2004,9
"7 Organ Pieces, Op. 145: VII. Siegesfeier (Victory Celebration)","Reger, M.: Organ Works, Vol. 7","['Max Reger', 'Edgar Krapp']",0.322849395,1,FALSE,0.0619,0.0743,7,-22.055,1,0.0356,0.49,0.848,0.232,0.0498,62.394,409507,3,2006,10/31/2006,9
Rumors,Working Man,['Albert Cummings'],0.533535135,1,FALSE,0.407,0.686,10,-7.162,0,0.0431,0.0235,0.0114,0.1,0.46,167.96,293520,3,2005,1/1/2005,11
The Manual (feat. T-Pain and Young Cash),Lazarus,['Travie McCoy'],0.43948115,1,FALSE,0.589,0.795,1,-5.393,0,0.0501,0.0399,0,0.0615,0.608,101.036,249600,4,2010,6/7/2010,8
Low Maintenance,Joey Baron - Raised Pleasure Dot,"['Joey Baron', 'Ellery Eskelin', 'Steve Swell']",0.778613675,1,FALSE,0.406,0.0903,1,-22.098,1,0.0937,0.338,0.0337,0.365,0.0377,113.304,305760,4,1994,1/1/1994,8
"Violin Concerto in B Minor, RV 387: I. Allegro",Vivaldi: 6 Violin Concertos for Anna Maria,"['Antonio Vivaldi', 'Federico Guglielmo', ""Arte dell'Arco""]",0.340252763,1,FALSE,0.301,0.251,7,-12.551,1,0.0407,0.85,0.00183,0.22,0.354,89.584,262440,4,2006,1/1/2006,1
City Lights,Memory Lane,['Tune in with Chewie'],0.466647769,1,FALSE,0.462,0.341,1,-12.113,1,0.155,0.715,0.0656,0.117,0.0396,84.211,82588,4,2019,7/12/2019,3
Of the Moment,Creature Collector,['And the Giraffe'],0.342134843,1,FALSE,0.564,0.338,11,-15.86,0,0.0283,0.632,0.584,0.0554,0.133,78.678,184387,4,2012,11/2/2012,2
Lake Chocorus Jhala,"Hovhaness: ""Fred The Cat"" - Selected Piano Music","['Alan Hovhaness', 'Marvin Rosen']",0.439139372,1,FALSE,0.326,0.14,2,-23.74,1,0.0466,0.987,0.918,0.0995,0.236,133.887,465907,4,1992,11/20/1992,21
The Woman I Love,De La Mata!,['Sirak & Su Sonora Antillana'],0.037015092,1,FALSE,0.638,0.689,0,-6.065,1,0.0335,0.657,0.82,0.0711,0.909,167.518,291960,4,2007,11/27/2007,8
Maple Leaf Rag - Instrumental,Marcus Roberts: The Joy of Joplin,"['Scott Joplin', 'Marcus Roberts']",0.045654108,1,FALSE,0.655,0.205,8,-17.215,1,0.0449,0.985,0.886,0.095,0.792,103.194,183467,4,1998,11/1/1998,2
"An Introduction to … RAVEL: Bolero and Ma Mere L'oye: Section 14: Violins divide into four groups, each ' double-stopping '",Classics Explained: Ravel - Bolero and Ma Mere L'Oye (Smillie),['Jeremy Siepmann'],0.647986659,1,FALSE,0.581,0.134,0,-24.244,1,0.0419,0.694,0.0147,0.115,0.948,62.885,64480,3,2001,7/16/2001,21
O sing joyfully,"Choral Music - Palestrina, G. / Josquin Des Prez / Viadana, L. / Viadana, L. / Victoria, T. / Byrd, W. (Beyond Chant Mysteries of the Renaissance)","['Adrian Batten', 'Voices of Ascension Chorus', 'Dennis Keene']",0.778037839,1,FALSE,0.278,0.127,8,-21.503,1,0.0384,0.995,2.83E-05,0.113,0.535,127.548,95000,3,1994,1/1/1994,21
"Mala, Mala",Profundo,['Pedro Jesus'],0.485192975,1,FALSE,0.776,0.868,11,-3.838,0,0.0524,0.669,0.00011,0.0457,0.93,94.058,272933,4,2006,4/5/2006,1
"Click, Clack & Spray - Original Version",whutduzFMstand4?,['PackFM'],0.467502212,1,FALSE,0.731,0.604,7,-6.9,1,0.36,0.132,0.00176,0.26,0.495,90.073,250587,4,2006,9/26/2006,4
Disastrous Consequences,Flirting With Disaster,['Lorraine Feather'],0.261848716,1,FALSE,0.292,0.238,9,-13.364,0,0.0537,0.976,0.0896,0.0826,0.29,73.565,265440,5,2015,8/7/2015,8
Free,The Vision & The Moment,['Cosmicity'],0.511300252,1,FALSE,0.718,0.865,2,-6.712,1,0.0406,0.00814,0.674,0.072,0.768,102.977,216800,4,2003,11/9/2003,6
"Die Fledermaus (The Bat), Act I: Overture",Strauss II: The Very Best Of,"['Johann Strauss II', 'Slovak State Philharmonic Orchestra, Kosice', 'Alfred Walter']",0.712929298,1,FALSE,0.369,0.22,2,-15.631,1,0.04,0.952,0.83,0.297,0.268,132.654,458173,4,2005,10/18/2005,1
歸鄉的路,雪在燒,['Tracy Huang'],0.755043195,1,FALSE,0.53,0.372,4,-11.683,1,0.0279,0.617,2.41E-05,0.0724,0.26,83.035,293129,4,1987,8/27/1987,9
"2 Songs, Op. 33: No. 1, Elegy",Songs from Chicago,"['Louis Campbell-Tipton', 'Thomas Hampson', 'Kuang-Hao Huang']",0.279571192,1,FALSE,0.373,0.113,4,-15.706,0,0.0513,0.993,0.000232,0.113,0.118,136.844,167250,3,2018,9/14/2018,17
Jara,The Two Eyes Are Not Brothers,['My-Ra Superstar'],0.807144127,1,FALSE,0.355,0.949,2,-4.436,1,0.066,0.000118,0.0373,0.109,0.179,99.946,206853,4,2017,5/26/2017,6
Seven Years,Let It Rise,['Avi & Celia'],0.697649141,1,FALSE,0.597,0.176,11,-11.07,1,0.0339,0.927,0.00029,0.163,0.258,110.967,292853,4,2008,1/1/2008,4
"Piano Trio No. 1 in B-Flat Major, Op. 99, D. 898 (arr. J. von Gahy): I. Allegro moderato","Schubert, F.: The Unauthorised Piano Duos, Vol. 2","['Franz Schubert', 'Josef von Gahy', 'Anthony Goldstone', 'Caroline Clemmow']",0.714467457,1,FALSE,0.402,0.119,10,-20.645,1,0.0413,0.992,0.881,0.126,0.149,126.313,645720,4,2013,4/1/2013,1
God's Eye View,Circus Money,['Walter Becker'],0.074266792,1,FALSE,0.922,0.408,5,-8.666,0,0.0597,0.00836,0.129,0.0666,0.914,132.538,362841,4,2008,5/27/2008,11
Im Namen der Liebe,Im Namen der Liebe,['Marianne Rosenberg'],0.421518938,1,FALSE,0.732,0.871,0,-3.599,1,0.0427,0.0266,1.36E-06,0.318,0.665,123.998,218014,4,2020,3/13/2020,1
Dream Big,30 Wit a Hammer,['Lil B'],0.977018133,1,FALSE,0.405,0.761,0,-4.876,1,0.0462,0.000507,0.962,0.0721,0.0396,152.335,309750,4,2020,1/2/2020,37
Clouds,The Bride,['Bat For Lashes'],0.031690181,1,FALSE,0.241,0.153,7,-12.251,1,0.0368,0.692,6.92E-05,0.179,0.0383,73.36,323269,4,2016,7/1/2016,13
Sarah-Jane,37 Notebooks,['Jeremy Schonfeld'],0.672330241,1,FALSE,0.471,0.497,7,-10.116,1,0.0785,0.165,0,0.156,0.5,174.173,223267,3,2008,5/2/2008,8
Fucked Up Ronnie,The Dawning Of A New Error,['D.O.A.'],0.528215544,1,FALSE,0.438,0.948,11,-7.527,0,0.0904,0.0399,0.00189,0.386,0.702,146.64,82360,4,1992,1992,16
The Atomic Wolf,Mr. Synthetic,['ZibraZibra'],0.19675459,1,FALSE,0.606,0.533,0,-10.484,0,0.0555,0.633,2.84E-06,0.449,0.575,135.043,189806,4,2013,11/26/2013,7
"Trio Sonata in D Minor, BWV 527: II. Adagio e dolce",Bach: Trio Sonatas,"['Johann Sebastian Bach', 'The Brook Street Band']",0.48547441,1,FALSE,0.0891,0.125,4,-19.723,1,0.0402,0.739,0.223,0.0936,0.14,84.438,294907,1,2010,10/12/2010,8
Funky Water,Magnetic Roots,['Professor Gall'],0.939580982,1,FALSE,0.505,0.724,5,-5.634,1,0.261,0.215,0.000254,0.333,0.846,182.197,235776,4,2013,4/20/2013,7
Watertown,The Faults,['The Faults'],0.10166478,1,FALSE,0.402,0.877,1,-7.198,1,0.0442,0.00206,0,0.0844,0.729,150.532,146960,4,2001,1/1/2001,5
La Canelera,RCA 100 Años de Música,"['Francisco ""Charro"" Avitia']",0.932025995,1,FALSE,0.597,0.599,2,-5.989,1,0.0345,0.428,0.00136,0.182,0.836,126.423,155293,4,2001,11/7/2001,14
Someday,Waste Of Mind,['zebrahead'],0.91305953,1,FALSE,0.572,0.969,9,-6.154,1,0.0723,0.000226,0,0.212,0.643,114.067,181600,4,1998,10/1/1998,4
